timestamp,station_id,temp_c,dewpoint_c,pressure_hpa,wind_mps,rain_mm_hr,soil_pct,stream_cm,event_type
2007-06-25T19:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T19:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T19:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T19:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T20:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T20:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T20:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T20:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T21:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T21:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T21:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T21:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T22:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T22:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T22:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T22:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T23:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T23:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T23:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-25T23:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T00:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T00:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T00:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T00:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T01:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T01:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T01:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T01:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T02:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T02:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T02:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T02:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T03:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T03:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T03:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T03:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T04:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T04:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T04:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T04:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T05:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T05:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T05:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T05:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T06:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T06:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T06:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T06:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T07:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T07:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T07:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T07:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T08:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T08:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T08:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T08:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T09:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T09:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T09:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T09:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T10:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T10:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T10:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T10:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T11:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T11:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T11:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T11:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T12:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T12:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T12:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T12:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T13:00:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T13:15:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T13:30:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T13:45:00,8166200,32.0,20.0,1015.0,3.0,0.0,30.0,60.0,normal
2007-06-26T14:00:00,8166200,33.0,20.0,1015.0,3.0,0.0,30.0,60.0,watch
2007-06-26T14:15:00,8166200,33.025,20.075,1014.95,3.0375,0.0,30.2,60.375,watch
2007-06-26T14:30:00,8166200,33.05,20.15,1014.9,3.075,0.0,30.4,60.75,watch
2007-06-26T14:45:00,8166200,33.075,20.225,1014.85,3.1125,0.0,30.6,61.125,watch
2007-06-26T15:00:00,8166200,33.1,20.3,1014.8,3.15,0.0,30.8,61.5,watch
2007-06-26T15:15:00,8166200,33.125,20.375,1014.75,3.1875,0.0,31.0,61.875,watch
2007-06-26T15:30:00,8166200,33.15,20.45,1014.7,3.225,0.0,31.2,62.25,watch
2007-06-26T15:45:00,8166200,33.175,20.525,1014.65,3.2625,0.0,31.4,62.625,watch
2007-06-26T16:00:00,8166200,33.2,20.6,1014.6,3.3,0.0,31.6,63.0,watch
2007-06-26T16:15:00,8166200,33.225,20.675,1014.55,3.3375,0.0,31.8,63.375,watch
2007-06-26T16:30:00,8166200,33.25,20.75,1014.5,3.375,0.0,32.0,63.75,watch
2007-06-26T16:45:00,8166200,33.275,20.825,1014.45,3.4125,0.0,32.2,64.125,watch
2007-06-26T17:00:00,8166200,33.3,20.9,1014.4,3.45,0.0,32.4,64.5,watch
2007-06-26T17:15:00,8166200,33.325,20.975,1014.35,3.4875,0.0,32.6,64.875,watch
2007-06-26T17:30:00,8166200,33.35,21.05,1014.3,3.525,0.0,32.8,65.25,watch
2007-06-26T17:45:00,8166200,33.375,21.125,1014.25,3.5625,0.0,33.0,65.625,watch
2007-06-26T18:00:00,8166200,33.4,21.2,1014.2,3.6,0.0,33.2,66.0,watch
2007-06-26T18:15:00,8166200,33.425,21.275,1014.15,3.6375,0.0,33.4,66.375,watch
2007-06-26T18:30:00,8166200,33.45,21.35,1014.1,3.675,0.0,33.6,66.75,watch
2007-06-26T18:45:00,8166200,33.475,21.425,1014.05,3.7125,0.0,33.8,67.125,watch
2007-06-26T19:00:00,8166200,33.5,21.5,1014.0,3.75,0.0,34.0,67.5,watch
2007-06-26T19:15:00,8166200,33.525,21.575,1013.95,3.7875,0.0,34.2,67.875,watch
2007-06-26T19:30:00,8166200,33.55,21.65,1013.9,3.825,0.0,34.4,68.25,watch
2007-06-26T19:45:00,8166200,33.575,21.725,1013.85,3.8625,0.0,34.6,68.625,watch
2007-06-26T20:00:00,8166200,33.6,21.8,1013.8,3.9,0.0,34.8,69.0,watch
2007-06-26T20:15:00,8166200,33.625,21.875,1013.75,3.9375,0.0,35.0,69.375,watch
2007-06-26T20:30:00,8166200,33.65,21.95,1013.7,3.975,0.0,35.2,69.75,watch
2007-06-26T20:45:00,8166200,33.675,22.025,1013.65,4.0125,0.0,35.4,70.125,watch
2007-06-26T21:00:00,8166200,33.7,22.1,1013.6,4.05,0.0,35.6,70.5,watch
2007-06-26T21:15:00,8166200,33.725,22.175,1013.55,4.0875,0.0,35.8,70.875,watch
2007-06-26T21:30:00,8166200,33.75,22.25,1013.5,4.125,0.0,36.0,71.25,watch
2007-06-26T21:45:00,8166200,33.775,22.325,1013.45,4.1625,0.0,36.2,71.625,watch
2007-06-26T22:00:00,8166200,33.8,22.4,1013.4,4.2,0.0,36.4,72.0,watch
2007-06-26T22:15:00,8166200,33.825,22.475,1013.35,4.2375,0.0,36.6,72.375,watch
2007-06-26T22:30:00,8166200,33.85,22.55,1013.3,4.275,0.0,36.8,72.75,watch
2007-06-26T22:45:00,8166200,33.875,22.625,1013.25,4.3125,0.0,37.0,73.125,watch
2007-06-26T23:00:00,8166200,33.9,22.7,1013.2,4.35,0.0,37.2,73.5,watch
2007-06-26T23:15:00,8166200,33.925,22.775,1013.15,4.3875,0.0,37.4,73.875,watch
2007-06-26T23:30:00,8166200,33.95,22.85,1013.1,4.425,0.0,37.6,74.25,watch
2007-06-26T23:45:00,8166200,33.975,22.925,1013.05,4.4625,0.0,37.8,74.625,watch
2007-06-27T00:00:00,8166200,34.0,23.0,1013.0,4.5,0.0,38.0,75.0,watch
2007-06-27T00:15:00,8166200,34.025,23.075,1012.95,4.5375,0.0,38.2,75.375,watch
2007-06-27T00:30:00,8166200,34.05,23.15,1012.9,4.575,0.0,38.4,75.75,watch
2007-06-27T00:45:00,8166200,34.075,23.225,1012.85,4.6125,0.0,38.6,76.125,watch
2007-06-27T01:00:00,8166200,34.1,23.3,1012.8,4.65,0.0,38.8,76.5,watch
2007-06-27T01:15:00,8166200,34.125,23.375,1012.75,4.6875,0.0,39.0,76.875,watch
2007-06-27T01:30:00,8166200,34.15,23.45,1012.7,4.725,0.0,39.2,77.25,watch
2007-06-27T01:45:00,8166200,34.175,23.525,1012.65,4.7625,0.0,39.4,77.625,watch
2007-06-27T02:00:00,8166200,34.2,23.6,1012.6,4.8,0.0,39.6,78.0,watch
2007-06-27T02:15:00,8166200,34.225,23.675,1012.55,4.8375,0.5,39.8,78.375,watch
2007-06-27T02:30:00,8166200,34.25,23.75,1012.5,4.875,0.5,40.0,78.75,watch
2007-06-27T02:45:00,8166200,34.275,23.825,1012.45,4.9125,0.5,40.2,79.125,watch
2007-06-27T03:00:00,8166200,34.3,23.9,1012.4,4.95,0.5,40.4,79.5,watch
2007-06-27T03:15:00,8166200,34.325,23.975,1012.35,4.9875,0.5,40.6,79.875,watch
2007-06-27T03:30:00,8166200,34.35,24.05,1012.3,5.025,0.5,40.8,80.25,watch
2007-06-27T03:45:00,8166200,34.375,24.125,1012.25,5.0625,0.5,41.0,80.625,watch
2007-06-27T04:00:00,8166200,34.4,24.2,1012.2,5.1,0.5,41.2,81.0,watch
2007-06-27T04:15:00,8166200,34.425,24.275,1012.15,5.137499999999999,0.5,41.4,81.375,watch
2007-06-27T04:30:00,8166200,34.45,24.35,1012.1,5.175,0.5,41.6,81.75,watch
2007-06-27T04:45:00,8166200,34.475,24.425,1012.05,5.2125,0.5,41.8,82.125,watch
2007-06-27T05:00:00,8166200,34.5,24.5,1012.0,5.25,0.5,42.0,82.5,watch
2007-06-27T05:15:00,8166200,34.525,24.575,1011.95,5.2875,0.5,42.2,82.875,watch
2007-06-27T05:30:00,8166200,34.55,24.65,1011.9,5.324999999999999,0.5,42.4,83.25,watch
2007-06-27T05:45:00,8166200,34.575,24.725,1011.85,5.3625,0.5,42.6,83.625,watch
2007-06-27T06:00:00,8166200,34.6,24.8,1011.8,5.4,0.5,42.8,84.0,watch
2007-06-27T06:15:00,8166200,34.625,24.875,1011.75,5.4375,0.5,43.0,84.375,watch
2007-06-27T06:30:00,8166200,34.65,24.95,1011.7,5.475,0.5,43.2,84.75,watch
2007-06-27T06:45:00,8166200,34.675,25.025,1011.65,5.512499999999999,0.5,43.4,85.125,watch
2007-06-27T07:00:00,8166200,34.7,25.1,1011.6,5.55,0.5,43.6,85.5,watch
2007-06-27T07:15:00,8166200,34.725,25.175,1011.55,5.5875,0.5,43.8,85.875,watch
2007-06-27T07:30:00,8166200,34.75,25.25,1011.5,5.625,0.5,44.0,86.25,watch
2007-06-27T07:45:00,8166200,34.775,25.325,1011.45,5.6625,0.5,44.2,86.625,watch
2007-06-27T08:00:00,8166200,34.8,25.4,1011.4,5.699999999999999,0.5,44.4,87.0,watch
2007-06-27T08:15:00,8166200,34.825,25.475,1011.35,5.7375,0.5,44.6,87.375,watch
2007-06-27T08:30:00,8166200,34.85,25.55,1011.3,5.775,0.5,44.8,87.75,watch
2007-06-27T08:45:00,8166200,34.875,25.625,1011.25,5.8125,0.5,45.0,88.125,watch
2007-06-27T09:00:00,8166200,34.9,25.7,1011.2,5.85,0.5,45.2,88.5,watch
2007-06-27T09:15:00,8166200,34.925,25.775,1011.15,5.887499999999999,0.5,45.4,88.875,watch
2007-06-27T09:30:00,8166200,34.95,25.85,1011.1,5.925,0.5,45.6,89.25,watch
2007-06-27T09:45:00,8166200,34.975,25.925,1011.05,5.9625,0.5,45.8,89.625,watch
2007-06-27T10:00:00,8166200,35.0,26.0,1011.0,6.0,0.5,46.0,90.0,watch
2007-06-27T10:15:00,8166200,35.025,26.075,1010.95,6.0375,0.5,46.2,90.375,watch
2007-06-27T10:30:00,8166200,35.05,26.15,1010.9,6.074999999999999,0.5,46.400000000000006,90.75,watch
2007-06-27T10:45:00,8166200,35.075,26.225,1010.85,6.1125,0.5,46.6,91.125,watch
2007-06-27T11:00:00,8166200,35.1,26.3,1010.8,6.15,0.5,46.8,91.5,watch
2007-06-27T11:15:00,8166200,35.125,26.375,1010.75,6.1875,0.5,47.0,91.875,watch
2007-06-27T11:30:00,8166200,35.15,26.45,1010.7,6.225,0.5,47.2,92.25,watch
2007-06-27T11:45:00,8166200,35.175,26.525,1010.65,6.262499999999999,0.5,47.400000000000006,92.625,watch
2007-06-27T12:00:00,8166200,35.2,26.6,1010.6,6.3,0.5,47.6,93.0,watch
2007-06-27T12:15:00,8166200,35.225,26.675,1010.55,6.3375,0.5,47.8,93.375,watch
2007-06-27T12:30:00,8166200,35.25,26.75,1010.5,6.375,0.5,48.0,93.75,watch
2007-06-27T12:45:00,8166200,35.275,26.825,1010.45,6.4125,0.5,48.2,94.125,watch
2007-06-27T13:00:00,8166200,35.3,26.9,1010.4,6.449999999999999,0.5,48.400000000000006,94.5,watch
2007-06-27T13:15:00,8166200,35.325,26.975,1010.35,6.4875,0.5,48.6,94.875,watch
2007-06-27T13:30:00,8166200,35.35,27.05,1010.3,6.525,0.5,48.8,95.25,watch
2007-06-27T13:45:00,8166200,35.375,27.125,1010.25,6.5625,0.5,49.0,95.625,watch
2007-06-27T14:00:00,8166200,34.0,26.0,1010.0,6.0,5.0,60.0,95.0,precursor
2007-06-27T14:15:00,8166200,33.888888888888886,26.02777777777778,1009.7916666666666,6.166666666666667,6.666666666666666,60.486111111111114,97.77777777777777,precursor
2007-06-27T14:30:00,8166200,33.77777777777778,26.055555555555557,1009.5833333333334,6.333333333333333,8.333333333333332,60.97222222222222,100.55555555555556,precursor
2007-06-27T14:45:00,8166200,33.666666666666664,26.083333333333332,1009.375,6.5,10.0,61.458333333333336,103.33333333333333,precursor
2007-06-27T15:00:00,8166200,33.55555555555556,26.11111111111111,1009.1666666666666,6.666666666666667,11.666666666666666,61.94444444444444,106.11111111111111,precursor
2007-06-27T15:15:00,8166200,33.44444444444444,26.13888888888889,1008.9583333333334,6.833333333333333,13.333333333333334,62.43055555555556,108.88888888888889,precursor
2007-06-27T15:30:00,8166200,33.333333333333336,26.166666666666668,1008.75,7.0,15.0,62.916666666666664,111.66666666666666,precursor
2007-06-27T15:45:00,8166200,33.22222222222222,26.194444444444443,1008.5416666666666,7.166666666666667,16.666666666666664,63.40277777777778,114.44444444444444,precursor
2007-06-27T16:00:00,8166200,33.111111111111114,26.22222222222222,1008.3333333333334,7.333333333333333,18.333333333333332,63.888888888888886,117.22222222222223,precursor
2007-06-27T16:15:00,8166200,33.0,26.25,1008.125,7.5,20.0,64.375,120.0,precursor
2007-06-27T16:30:00,8166200,32.888888888888886,26.27777777777778,1007.9166666666666,7.666666666666667,21.666666666666668,64.86111111111111,122.77777777777777,precursor
2007-06-27T16:45:00,8166200,32.77777777777778,26.305555555555557,1007.7083333333334,7.833333333333334,23.333333333333336,65.34722222222223,125.55555555555556,precursor
2007-06-27T17:00:00,8166200,32.666666666666664,26.333333333333332,1007.5,8.0,25.0,65.83333333333333,128.33333333333331,precursor
2007-06-27T17:15:00,8166200,32.55555555555556,26.36111111111111,1007.2916666666666,8.166666666666666,26.666666666666668,66.31944444444444,131.11111111111111,precursor
2007-06-27T17:30:00,8166200,32.44444444444444,26.38888888888889,1007.0833333333334,8.333333333333334,28.333333333333332,66.80555555555556,133.88888888888889,precursor
2007-06-27T17:45:00,8166200,32.333333333333336,26.416666666666668,1006.875,8.5,30.0,67.29166666666667,136.66666666666669,precursor
2007-06-27T18:00:00,8166200,32.22222222222222,26.444444444444443,1006.6666666666666,8.666666666666666,31.666666666666664,67.77777777777777,139.44444444444446,precursor
2007-06-27T18:15:00,8166200,32.111111111111114,26.47222222222222,1006.4583333333334,8.833333333333332,33.33333333333333,68.26388888888889,142.22222222222223,precursor
2007-06-27T18:30:00,8166200,32.0,26.5,1006.25,9.0,35.0,68.75,145.0,precursor
2007-06-27T18:45:00,8166200,31.88888888888889,26.52777777777778,1006.0416666666666,9.166666666666668,36.66666666666667,69.23611111111111,147.77777777777777,precursor
2007-06-27T19:00:00,8166200,31.77777777777778,26.555555555555557,1005.8333333333334,9.333333333333334,38.333333333333336,69.72222222222223,150.55555555555554,precursor
2007-06-27T19:15:00,8166200,31.666666666666668,26.583333333333332,1005.625,9.5,40.0,70.20833333333333,153.33333333333334,precursor
2007-06-27T19:30:00,8166200,31.555555555555557,26.61111111111111,1005.4166666666666,9.666666666666668,41.66666666666667,70.69444444444444,156.11111111111111,precursor
2007-06-27T19:45:00,8166200,31.444444444444443,26.63888888888889,1005.2083333333334,9.833333333333332,43.33333333333333,71.18055555555556,158.88888888888889,precursor
2007-06-27T20:00:00,8166200,31.333333333333332,26.666666666666668,1005.0,10.0,45.0,71.66666666666667,161.66666666666666,precursor
2007-06-27T20:15:00,8166200,31.22222222222222,26.694444444444443,1004.7916666666666,10.166666666666666,46.666666666666664,72.15277777777777,164.44444444444446,precursor
2007-06-27T20:30:00,8166200,31.11111111111111,26.72222222222222,1004.5833333333334,10.333333333333332,48.333333333333336,72.63888888888889,167.22222222222223,precursor
2007-06-27T20:45:00,8166200,31.0,26.75,1004.375,10.5,50.0,73.125,170.0,precursor
2007-06-27T21:00:00,8166200,30.88888888888889,26.77777777777778,1004.1666666666666,10.666666666666668,51.666666666666664,73.61111111111111,172.77777777777777,precursor
2007-06-27T21:15:00,8166200,30.77777777777778,26.805555555555557,1003.9583333333334,10.833333333333334,53.333333333333336,74.09722222222223,175.55555555555554,precursor
2007-06-27T21:30:00,8166200,30.666666666666668,26.833333333333332,1003.75,11.0,55.0,74.58333333333333,178.33333333333334,precursor
2007-06-27T21:45:00,8166200,30.555555555555557,26.86111111111111,1003.5416666666666,11.166666666666668,56.66666666666667,75.06944444444444,181.11111111111111,precursor
2007-06-27T22:00:00,8166200,30.444444444444443,26.88888888888889,1003.3333333333334,11.333333333333332,58.33333333333333,75.55555555555556,183.88888888888889,precursor
2007-06-27T22:15:00,8166200,30.333333333333332,26.916666666666668,1003.125,11.5,60.0,76.04166666666666,186.66666666666666,precursor
2007-06-27T22:30:00,8166200,30.22222222222222,26.944444444444443,1002.9166666666666,11.666666666666666,61.666666666666664,76.52777777777777,189.44444444444446,precursor
2007-06-27T22:45:00,8166200,30.11111111111111,26.97222222222222,1002.7083333333334,11.833333333333332,63.333333333333336,77.01388888888889,192.22222222222223,precursor
2007-06-27T23:00:00,8166200,30.0,27.0,1002.5,12.0,65.0,77.5,195.0,precursor
2007-06-27T23:15:00,8166200,29.88888888888889,27.02777777777778,1002.2916666666666,12.166666666666666,66.66666666666666,77.98611111111111,197.77777777777777,precursor
2007-06-27T23:30:00,8166200,29.77777777777778,27.055555555555557,1002.0833333333334,12.333333333333334,68.33333333333334,78.47222222222223,200.55555555555554,precursor
2007-06-27T23:45:00,8166200,29.666666666666668,27.083333333333332,1001.875,12.5,70.0,78.95833333333333,203.33333333333331,precursor
2007-06-28T00:00:00,8166200,29.555555555555557,27.11111111111111,1001.6666666666666,12.666666666666668,71.66666666666667,79.44444444444444,206.11111111111111,precursor
2007-06-28T00:15:00,8166200,29.444444444444443,27.13888888888889,1001.4583333333334,12.833333333333332,73.33333333333333,79.93055555555556,208.88888888888889,precursor
2007-06-28T00:30:00,8166200,29.333333333333332,27.166666666666668,1001.25,13.0,75.0,80.41666666666667,211.66666666666669,precursor
2007-06-28T00:45:00,8166200,29.22222222222222,27.194444444444443,1001.0416666666666,13.166666666666666,76.66666666666667,80.90277777777777,214.44444444444446,precursor
2007-06-28T01:00:00,8166200,29.11111111111111,27.22222222222222,1000.8333333333334,13.333333333333334,78.33333333333334,81.38888888888889,217.22222222222223,precursor
2007-06-28T01:15:00,8166200,29.0,27.25,1000.625,13.5,80.0,81.875,220.0,precursor
2007-06-28T01:30:00,8166200,28.88888888888889,27.27777777777778,1000.4166666666666,13.666666666666666,81.66666666666666,82.36111111111111,222.77777777777777,precursor
2007-06-28T01:45:00,8166200,28.77777777777778,27.305555555555557,1000.2083333333334,13.833333333333334,83.33333333333333,82.84722222222223,225.55555555555557,precursor
2007-06-28T02:00:00,8166200,28.666666666666668,27.333333333333332,1000.0,14.0,85.0,83.33333333333333,228.33333333333331,precursor
2007-06-28T02:15:00,8166200,28.555555555555557,27.36111111111111,999.7916666666666,14.166666666666668,86.66666666666667,83.81944444444444,231.11111111111111,precursor
2007-06-28T02:30:00,8166200,28.444444444444443,27.38888888888889,999.5833333333334,14.333333333333332,88.33333333333333,84.30555555555556,233.88888888888889,precursor
2007-06-28T02:45:00,8166200,28.333333333333332,27.416666666666668,999.375,14.5,90.0,84.79166666666667,236.66666666666669,precursor
2007-06-28T03:00:00,8166200,28.22222222222222,27.444444444444443,999.1666666666666,14.666666666666666,91.66666666666667,85.27777777777777,239.44444444444443,precursor
2007-06-28T03:15:00,8166200,28.11111111111111,27.47222222222222,998.9583333333334,14.833333333333334,93.33333333333334,85.76388888888889,242.22222222222223,precursor
2007-06-28T03:30:00,8166200,28.0,27.5,998.75,15.0,95.0,86.25,245.0,precursor
2007-06-28T03:45:00,8166200,27.88888888888889,27.52777777777778,998.5416666666666,15.166666666666666,96.66666666666666,86.73611111111111,247.77777777777777,precursor
2007-06-28T04:00:00,8166200,27.77777777777778,27.555555555555557,998.3333333333334,15.333333333333334,98.33333333333333,87.22222222222223,250.55555555555557,precursor
2007-06-28T04:15:00,8166200,27.666666666666668,27.583333333333332,998.125,15.5,100.0,87.70833333333333,253.33333333333331,precursor
2007-06-28T04:30:00,8166200,27.555555555555557,27.61111111111111,997.9166666666666,15.666666666666668,101.66666666666667,88.19444444444444,256.1111111111111,precursor
2007-06-28T04:45:00,8166200,27.444444444444443,27.63888888888889,997.7083333333334,15.833333333333332,103.33333333333333,88.68055555555556,258.8888888888889,precursor
2007-06-28T05:00:00,8166200,27.333333333333332,27.666666666666668,997.5,16.0,105.0,89.16666666666667,261.6666666666667,precursor
